대분류,품명,규격,단위,수량,자재비.단가,노무비.단가,경비.단가,연도,현장,협력사,계약번호,계약여부
덕트,G.I DUCT SHEET,0.8T,M2,234 ,15149 ,17541 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,1.0T,M2,1066 ,17593 ,20919 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,1.2T,M2,90 ,20034 ,24710 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트_보온,각형덕트보온 (G/W + 베파베리아),50T 글라스울,M2,232 ,9408 ,14865 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),450*300,EA,1 ,16585 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),700*300,EA,42 ,25799 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),1400*650,EA,3 ,111794 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
F.V.D,F.V.D (G.I),1400*650,EA,3 ,111794 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
STS_망,STS 망,#21,M2,9 ,26933 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
CHAMBER,SOUND AIR CHAMBER,7500*900*1500,EA,1 ,4022865 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
점검구,점검구,300*300,EA,3 ,10915 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트공,노무비,덕트공,인,45 ,  ,123405 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
보온공,노무비,보온공,인,4 ,  ,118609 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.6T,M2,110 ,11925 ,16190 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.8T,M2,82 ,15149 ,17541 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트_보온,각형덕트보온 (아티론/은박+난연),20T 아티론,M2,192 ,8624 ,8415 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,28 ,3481 ,7079 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),250*250,EA,2 ,6526 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),300*250,EA,3 ,15976 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),350*300,EA,1 ,15976 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
REGISTER,REGISTER (AL),800*500,EA,7 ,71820 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
REGISTER,REGISTER (AL),800*750,EA,2 ,107730 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
후렉시블호스,FLEXIBLE (보온),보온A250,M,60 ,8595 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
SPIN_IN,SPIN IN,250A,EA,24 ,2514 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
STS_BAND,SUS-BAND,250A,EA,48 ,945 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,8T,M2,339 ,50652 ,44550 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_V.D,V.D (PVC),700*400,EA,10 ,95256 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_V.D,V.D (PVC),800*600,EA,2 ,163296 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
STS_F.V.D,F.V.D (STS),800*600,EA,2 ,277263 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_GRILLE,GRILLE (PVC),700*400,EA,10 ,95256 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,8T,M2,459 ,50652 ,44550 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
스파이럴덕트,SPIRAL DUCT (G.I),250A,M,9 ,7092 ,8712 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
스파이럴엘보,SPIRAL 90˚ ELBOW (G.I),250A,EA,2 ,9875 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_V.D,V.D (PVC),1100*600,EA,2 ,224532 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_V.D,V.D (PVC),1200*600,EA,1 ,244944 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_GRILLE,GRILLE (PVC),900*650,EA,6 ,199017 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_GRILLE,GRILLE (PVC),1500*700,EA,6 ,357210 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
GRILLE,GRILLE (G.I),400*350,EA,1 ,17199 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트공,노무비,덕트공,인,4 ,  ,123405 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.5T,M2,23 ,11321 ,15345 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.6T,M2,67 ,11925 ,16190 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트_보온,각형덕트보온 (아티론/은박+난연),20T 아티론,M2,56 ,8624 ,8415 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,34 ,17248 ,15388 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,34 ,3481 ,7079 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,13 ,3481 ,7079 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),250*200,EA,1 ,6526 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),300*250,EA,2 ,15976 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
F.V.D,F.V.D (G.I),300*500,EA,1 ,23625 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
F.V.D,F.V.D (G.I),600*400,EA,1 ,29484 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
DIFFUSER,ROUND DIFFUSER (STL),200A,EA,8 ,23625 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
후렉시블호스,FLEXIBLE (보온),보온A200,M,20 ,8297 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
SPIN_IN,SPIN IN,200A,EA,8 ,2514 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
STS_BAND,SUS-BAND,200A,EA,16 ,945 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
점검구,점검구,300*300,EA,2 ,10915 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트공,노무비,덕트공,인,8 ,  ,123405 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
보온공,노무비,보온공,인,4 ,  ,118609 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.6T,M2,107 ,11925 ,16190 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.8T,M2,1394 ,15149 ,17541 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,1.0T,M2,110 ,17593 ,20919 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),800*500,EA,4 ,49140 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),1100*600,EA,2 ,81081 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
F.V.D,F.V.D (G.I),1300*850,EA,2 ,149924 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
REGISTER,REGISTER (AL),700*500,EA,20 ,62843 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
STS_망,STS 망,#21,M2,7 ,26933 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
점검구,점검구,300*300,EA,2 ,10915 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
ㄷ 형강,ㄷ-CHANNEL (STL),100*50*5*7.5,KG,422 ,1276 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
잡철물제작설치,잡철물 제작 설치,equal,KG,422 ,  ,1782 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
녹막이페인트칠,녹막이 페인트,광명단2,M2,18 ,1259 ,3168 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
 유성페인트칠 ,조합 페인트, 유성페인트,M2,18 ,1259 ,3168 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.6T,M2,102 ,11925 ,16190 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.8T,M2,1028 ,15149 ,17541 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
V.D,V.D (G.I),1100*600,EA,2 ,8108 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
F.V.D,F.V.D (G.I),1300*850,EA,1 ,165895 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
REGISTER,REGISTER (AL),700*500,EA,20 ,62843 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
STS_망,STS 망,#21,M2,7 ,26933 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
점검구,점검구,300*300,EA,1 ,10915 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
ㄷ 형강,ㄷ-CHANNEL (STL),100*50*5*7.5,KG,702 ,1276 ,  ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
잡철물제작설치,잡철물 제작 설치,equal,KG,702 ,  ,1782 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
녹막이페인트칠,녹막이 페인트,광명단2,M2,30 ,1259 ,3168 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
 유성페인트칠 ,조합 페인트, 유성페인트,M2,30 ,1259 ,3168 ,,2017 ,스템코,가나건설산업,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,8T,M2,339 ,90000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
PVC_V.D,V.D (PVC),700*400,EA,10 ,168000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
PVC_V.D,V.D (PVC),800*600,EA,2 ,288000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
STS_F.V.D,F.V.D (STS),800*600,EA,2 ,216000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
PVC_GRILLE,GRILLE (PVC),700*400,EA,10 ,168000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트공,노무비,덕트공,인,108 ,,160000 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,8T,M2,459 ,90000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
스파이럴덕트,SPIRAL DUCT (G.I),250A,M,9 ,8000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
스파이럴엘보,SPIRAL 90˚ ELBOW (G.I),250A,EA,2 ,11000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
PVC_V.D,V.D (PVC),1100*600,EA,2 ,396000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
PVC_V.D,V.D (PVC),1200*600,EA,1 ,432000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
PVC_GRILLE,GRILLE (PVC),900*650,EA,6 ,351000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
PVC_GRILLE,GRILLE (PVC),1500*700,EA,6 ,630000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
GRILLE,GRILLE (G.I),400*350,EA,1 ,16800 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트공,노무비,덕트공,인,120 ,,160000 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.5T,M2,23 ,12500 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.6T,M2,67 ,13200 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트_보온,각형덕트보온 (아티론/은박+난연),20T 아티론,M2,56 ,6960 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,34 ,13000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,34 ,12000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,13 ,3720 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
V.D,V.D (G.I),250*200,EA,1 ,15000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
V.D,V.D (G.I),300*250,EA,2 ,15000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
F.V.D,F.V.D (G.I),300*500,EA,1 ,17000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
F.V.D,F.V.D (G.I),600*400,EA,1 ,24000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
DIFFUSER,ROUND DIFFUSER (STL),200A,EA,8 ,20000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
후렉시블호스,FLEXIBLE (보온),보온A200,M,20 ,5600 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
SPIN_IN,SPIN IN,200A,EA,8 ,3000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
STS_BAND,SUS-BAND,200A,EA,16 ,600 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
점검구,점검구,300*300,EA,2 ,11000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트공,노무비,덕트공,인,20 ,,160000 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
보온공,노무비,보온공,인,8 ,,140000 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.6T,M2,107 ,13200 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.8T,M2,1394 ,14900 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트,G.I DUCT SHEET,1.0T,M2,110 ,17100 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
V.D,V.D (G.I),800*500,EA,4 ,38400 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
V.D,V.D (G.I),1100*600,EA,2 ,63400 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
F.V.D,F.V.D (G.I),1300*850,EA,2 ,106100 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
REGISTER,REGISTER (AL),700*500,EA,20 ,189000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
STS_망,STS 망,#21,M2,7 ,48000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
점검구,점검구,300*300,EA,2 ,11000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
ㄷ 형강,ㄷ-CHANNEL (STL),100*50*5*7.5,KG,422 ,810 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
잡철물제작설치,잡철물 제작 설치,equal,KG,422 ,211 ,4111 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
녹막이페인트칠,녹막이 페인트,광명단2,M2,18 ,521 ,2221 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
 유성페인트칠 ,조합 페인트, 유성페인트,M2,18 ,1331 ,3976 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트공,노무비,덕트공,인,200 ,,160000 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.6T,M2,102 ,12200 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.8T,M2,1028 ,14900 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
V.D,V.D (G.I),1100*600,EA,2 ,63400 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
F.V.D,F.V.D (G.I),1300*850,EA,1 ,106100 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
REGISTER,REGISTER (AL),700*500,EA,20 ,45000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
STS_망,STS 망,#21,M2,7 ,48000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
점검구,점검구,300*300,EA,1 ,11000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
ㄷ 형강,ㄷ-CHANNEL (STL),100*50*5*7.5,KG,702 ,1200 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
잡철물제작설치,잡철물 제작 설치,equal,KG,702 ,211 ,4111 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
녹막이페인트칠,녹막이 페인트,광명단2,M2,30 ,521 ,2221 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
 유성페인트칠 ,조합 페인트, 유성페인트,M2,30 ,1331 ,3976 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트공,노무비,덕트공,인,140 ,,160000 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트,G.I DUCT SHEET,0.6T,M2,295 ,13200 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트_보온,각형덕트보온 (아티론/은박+난연),20T 아티론,M2,295 ,6960 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,44 ,3720 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
F.D,F.D (G.I),700*500,EA,4 ,35000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
B.D.D,B.D.D (G.I),700*500,EA,2 ,40000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
REGISTER,REGISTER (AL),500*300,EA,16 ,30000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
STS_망,STS 망,#21,M2,3 ,48000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
점검구,점검구,300*300,EA,4 ,11000 ,,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
덕트공,노무비,덕트공,인,36 ,,160000 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
보온공,노무비,보온공,인,18 ,,140000 ,,2017 ,스템코,그린빌더스,2017-5-1425,비계약
CAV,CAV-501 CONSTANT AIR VOLUME(TR),,EA,2 ,,100000 ,,2017 ,스템코,성효,2017-5-1425,비계약
STS_덕트,각형닥트제작설치 (STS),1.0T,M2,61 ,77280 ,22000 ,,2017 ,스템코,성효,2017-5-1425,비계약
STS_V.D,V.D (STS),250*200,EA,1 ,49450 ,,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,A600*6T,M,86 ,69575 ,80000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 45' ELBOW,600A,EA,4 ,105225 ,30000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 90' ELBOW,600A,EA,1 ,171695 ,60000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_티,PVC TEE,900A*600A,EA,1 ,394680 ,90000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_캡,PVC CAP,600A,EA,1 ,110745 ,30000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_소켓,PVC SOCKET,600A,EA,21 ,41745 ,10000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,A50*6T,M,19 ,2875 ,20000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,A150*6T,M,111 ,17250 ,25000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,A250*6T,M,40 ,25300 ,30000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 45' ELBOW,250A,EA,2 ,29095 ,25000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 90' ELBOW,50A,EA,5 ,1794 ,10000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 90' ELBOW,150A,EA,13 ,18860 ,15000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 90' ELBOW,250A,EA,1 ,39330 ,25000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_티,PVC TEE,150A*50A,EA,13 ,23000 ,15000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_레듀셔,PVC REDUCER,600A,EA,1 ,96600 ,60000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_캡,PVC CAP,150A,EA,2 ,23000 ,5000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_캡,PVC CAP,250A,EA,1 ,39560 ,5000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_소켓,PVC SOCKET,50A,EA,4 ,1380 ,5000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_소켓,PVC SOCKET,150A,EA,27 ,14145 ,5000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_소켓,PVC SOCKET,250A,EA,10 ,20010 ,5000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_V.D,R.V.D (PVC),50A,EA,6 ,8510 ,5000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_V.D,R.V.D (PVC),150A,EA,2 ,40250 ,5000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트,G.I DUCT SHEET,1.2T,M2,90 ,22009 ,22000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트_보온,각형덕트보온 (G/W + 베파베리아),50T 글라스울,M2,90 ,5325 ,6000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트_칼라함석,각형덕트보온 (칼라함석마감),0.5T칼라함석,M2,90 ,12650 ,36000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_V.D,V.D (PVC),450*200,EA,1 ,62100 ,,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,A200*6T,M,53 ,17250 ,20000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 45' ELBOW,200A,EA,4 ,13800 ,10000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 90' ELBOW,200A,EA,3 ,13800 ,20000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_레듀셔,PVC REDUCER,600A,EA,1 ,96600 ,60000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_캡,PVC CAP,200A,EA,1 ,25300 ,5000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_소켓,PVC SOCKET,200A,EA,13 ,9660 ,5000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트,G.I DUCT SHEET,1.2T,M2,410 ,22009 ,22000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,128 ,12650 ,12000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,128 ,12650 ,36000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,19 ,3620 ,,,2017 ,스템코,성효,2017-5-1425,비계약
V.D,V.D (G.I),600*450,EA,1 ,24840 ,,,2017 ,스템코,성효,2017-5-1425,비계약
F.V.D,F.V.D (G.I),750*500,EA,2 ,50600 ,,,2017 ,스템코,성효,2017-5-1425,비계약
점검구,점검구,300*300,EA,2 ,9315 ,10000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트,G.I DUCT SHEET,1.2T,M2,372 ,22009 ,22000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,207 ,12650 ,12000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,207 ,12650 ,36000 ,,2017 ,스템코,성효,2017-5-1425,비계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,31 ,3620 ,,,2017 ,스템코,성효,2017-5-1425,비계약
F.V.D,F.V.D (G.I),600*450,EA,4 ,40940 ,,,2017 ,스템코,성효,2017-5-1425,비계약
점검구,점검구,300*300,EA,2 ,9315 ,10000 ,,2017 ,스템코,성효,2017-5-1425,비계약
잡철물제작설치,잡철물 제작 설치,equal,KG,2231 ,345 ,1500 ,,2017 ,스템코,성효,2017-5-1425,비계약
녹막이페인트칠,녹막이 페인트,광명단2,M2,140 ,2415 ,3000 ,,2017 ,스템코,성효,2017-5-1425,비계약
 유성페인트칠 ,조합 페인트, 유성페인트,M2,140 ,1610 ,3000 ,,2017 ,스템코,성효,2017-5-1425,비계약
STS_덕트,각형닥트제작설치 (STS),1.0T,M2,133 ,77280 ,22000 ,,2017 ,스템코,성효,2017-5-1425,비계약
STS_V.D,V.D (STS),300*200,EA,1 ,49450 ,,,2017 ,스템코,성효,2017-5-1425,비계약
STS_F.V.D,F.V.D (STS),300*200,EA,1 ,69000 ,,,2017 ,스템코,성효,2017-5-1425,비계약
FRP_덕트,F.R.P DUCT,A450*6T,M,8 ,294745 ,60000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,A450*6T,M,63 ,43700 ,45000 ,,2017 ,스템코,성효,2017-5-1425,비계약
FRP_엘보,FRP 45' ELBOW,450A,EA,1 ,235980 ,30000 ,,2017 ,스템코,성효,2017-5-1425,비계약
FRP_엘보,FRP 90' ELBOW,450A,EA,4 ,434700 ,60000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 45' ELBOW,450A,EA,1 ,67275 ,22500 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 90' ELBOW,450A,EA,2 ,111550 ,45000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_캡,PVC CAP,450A,EA,1 ,72105 ,10000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_소켓,PVC SOCKET,450A,EA,15 ,25760 ,10000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_V.D,R.V.D (PVC),450A,EA,1 ,103500 ,45000 ,,2017 ,스템코,성효,2017-5-1425,비계약
STS_F.V.D,F.V.D (STS),450A,EA,1 ,224250 ,45000 ,,2017 ,스템코,성효,2017-5-1425,비계약
FRP_덕트,F.R.P DUCT,A300*6T,M,7 ,169625 ,40000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_덕트,P.V.C DUCT,A300*6T,M,67 ,30130 ,30000 ,,2017 ,스템코,성효,2017-5-1425,비계약
FRP_엘보,FRP 90' ELBOW,300A,EA,2 ,186300 ,40000 ,,2017 ,스템코,성효,2017-5-1425,비계약
PVC_엘보,PVC 90' ELBOW,300A,EA,2 ,79925 ,30000 ,,2017 ,스템코,성효,2017-5-1425,비계약
